"sub","experiment","cj_category","v","a","a_slope","ter","a2","starting_point_confidence","postdriftmod","a2_slope_upper","a2_slope_lower","ter2"
1,1,4,1.4635655763977,1.25536607261952,0,0.135853625442446,2.04791997045888,0.752391524427973,1.22990592310452,2.14110165226551,0.697963798024825,0.0634773270797618
1,2,3,0.943046891740944,1.42716939482303,0,0.0802670655053331,3.66020792763182,0.586536309443842,0.0492834514037823,7.42252722018419,0.737692175686361,-0.0376620648712537
2,1,1,0.166589344339867,0.919526391821406,0,0.0146586937746578,1.83758246033023,0.0710074390870714,6.57578514384458,0.203201942478778,2.9450805536024,-0.00631786115798554
2,2,2,0.149008829928956,0.728272754316192,0,0.00907486435179486,2.45518054865644,0.279938085716183,5.93870144947135,14.1083946333115,1.28915829947432,-0.0991369205319308
3,1,3,1.23477042970466,2.01950795618096,0,0.529236136772763,4.12359635034032,0.437874389127092,0.499759847760298,1.84929646088617,0.223553119815886,-0.138440968170628
3,2,3,0.685169148861398,1.91672952004213,0,0.355422006245921,9.2133742306431,0.461055500999318,2.73106437343622,2.59454809628146,1.98306548165409,-0.545381633132323
4,1,3,0.736585350001689,1.55808209813163,0,0.135905392693509,6.66731305012867,0.519524940302081,0.835289551788576,2.8491248910151,3.2218898545058,-0.232094447650167
4,2,3,0.369665841866753,1.14049685142281,0,0.139750198312928,13.4980722790764,0.504061961777895,5.98583303767617,4.1629418797365,4.18007704624586,-0.595547707758322
5,1,3,0.273634369896745,1.52215005590705,0,0.351619916292458,12.3091186415623,0.476096959200636,4.11860744489307,2.79065410146796,2.5030304329977,-1.00951198264804
5,2,3,0.509203280997397,1.55815163745604,0,0.312716320722624,8.71383935953249,0.43969056116381,2.73846180485163,4.93296837925221,3.89293359853467,-0.429023303130103
6,1,4,1.05789838552008,1.16271338737398,0,0.00289352899630564,1.70139899611826,0.877118551939886,1.01527598518309,1.48188807469063,2.8165895755068,0.0505275022509962
6,2,3,1.07900353954789,1.02406918946644,0,0.185215732083782,9.09805107896014,0.462042361685041,2.05399546759506,6.15150547959521,5.50371486239629,-0.389409144854415
7,1,4,1.45471642334681,0.873259526445636,0,0.290734671458035,7.24192606401862,0.855356283849059,0.219802776439242,4.38643062893617,14.5347923600191,0.0764375358923932
7,2,4,2.20289402026809,1.32750773939172,0,0.188922018498981,3.64479003529359,0.811099697137251,2.26534792323459,1.28759298638042,7.17969955494694,0.120621500043095
