"sub","cj","rt","rtconf","cor","count","experiment","cj_category"
1,3,1.345,0.815,1,31,2,2
1,3,0.532,0.567,1,31,2,2
1,2,0.663,0.704,1,40,2,2
1,1,1.983,0.404,1,24,2,2
1,2,2.381,0.91,0,40,2,2
1,1,0.94,1.015,1,24,2,2
1,1,0.907,0.528,1,24,2,2
1,2,0.927,0.934,1,40,2,2
1,2,0.465,0.879,0,40,2,2
1,3,0.492,0.311,1,31,2,2
1,1,0.764,0.476,0,24,2,2
1,1,0.795,0.391,0,24,2,2
1,1,0.703,0.324,1,24,2,2
1,1,1.376,0.463,0,24,2,2
1,2,0.855,0.583,1,40,2,2
1,3,0.627,0.991,1,31,2,2
1,1,1.061,0.471,1,24,2,2
1,1,1.056,0.43,1,24,2,2
1,2,0.706,0.632,1,40,2,2
1,3,0.43,0.342,1,31,2,2
1,3,0.563,0.319,1,31,2,2
1,2,0.459,0.335,1,40,2,2
1,2,0.368,0.331,1,40,2,2
1,2,0.733,0.527,0,40,2,2
1,1,0.558,0.343,0,24,2,2
1,2,0.694,1.159,1,40,2,2
1,2,0.674,0.631,1,40,2,2
1,2,0.347,0.328,1,40,2,2
1,3,0.903,1.015,1,31,2,2
1,3,0.6,0.784,1,31,2,2
1,3,0.449,0.472,1,31,2,2
1,3,0.259,0.351,1,31,2,2
1,2,0.41,0.773,1,40,2,2
1,2,0.291,0.335,1,40,2,2
1,2,0.288,0.366,1,40,2,2
1,2,0.502,0.364,1,40,2,2
1,3,0.44,0.353,0,31,2,2
1,3,1.143,0.959,1,31,2,2
1,2,0.399,0.637,0,40,2,2
1,2,0.62,0.379,0,40,2,2
1,3,0.704,0.833,1,31,2,2
1,3,0.381,0.757,1,31,2,2
1,1,0.579,1.399,0,24,2,2
1,2,0.542,0.374,1,40,2,2
1,2,0.463,0.279,0,40,2,2
1,3,0.913,0.495,1,31,2,2
1,3,0.488,0.379,1,31,2,2
1,3,0.299,0.219,1,31,2,2
1,3,0.492,0.215,0,31,2,2
1,3,0.421,0.665,1,31,2,2
1,2,0.308,0.162,1,40,2,2
1,3,0.37,0.295,1,31,2,2
1,2,0.257,0.215,1,40,2,2
1,1,0.229,1.379,0,24,2,2
1,2,0.474,0.191,1,40,2,2
1,1,0.436,0.231,0,24,2,2
1,3,0.506,0.115,1,31,2,2
1,2,0.618,0.135,1,40,2,2
1,3,0.441,0.199,0,31,2,2
1,3,0.188,0.151,1,31,2,2
1,3,0.989,0.117,1,31,2,2
1,1,0.298,0.183,1,24,2,2
1,1,0.125,0.124,1,24,2,2
1,3,1.67,0.849,1,31,2,2
1,2,0.402,0.346,1,40,2,2
1,1,0.375,0.204,0,24,2,2
1,2,0.299,0.919,1,40,2,2
1,2,0.346,0.198,1,40,2,2
1,2,0.353,0.139,1,40,2,2
1,2,0.975,0.135,0,40,2,2
1,2,0.282,0.108,1,40,2,2
1,2,0.381,0.664,1,40,2,2
1,2,0.346,0.205,0,40,2,2
1,2,0.258,0.211,0,40,2,2
1,3,0.302,0.5,1,31,2,2
1,3,0.199,0.287,1,31,2,2
1,1,0.899,0.375,1,24,2,2
1,2,0.706,0.704,1,40,2,2
1,2,0.336,0.222,0,40,2,2
1,3,0.329,0.191,1,31,2,2
1,2,0.512,0.414,1,40,2,2
1,2,0.926,0.368,1,40,2,2
1,3,1.069,0.487,1,31,2,2
1,3,0.796,0.366,1,31,2,2
1,2,0.813,0.54,0,40,2,2
1,1,0.462,0.312,0,24,2,2
1,1,0.339,0.28,0,24,2,2
1,1,0.557,1.055,0,24,2,2
1,2,0.914,0.485,1,40,2,2
1,1,0.562,0.481,0,24,2,2
1,1,0.315,0.623,0,24,2,2
1,3,0.408,0.295,1,31,2,2
1,1,0.584,0.324,0,24,2,2
1,2,0.298,0.341,0,40,2,2
1,1,0.104,0.501,1,24,2,2
1,1,1.851,0.796,0,85,1,1
1,1,0.845,0.271,0,85,1,1
1,1,0.299,0.334,0,85,1,1
1,1,0.468,0.391,0,85,1,1
1,1,0.472,0.383,0,85,1,1
1,1,0.369,0.351,0,85,1,1
1,1,0.379,0.358,1,85,1,1
1,1,0.369,0.351,0,85,1,1
1,1,0.4,0.321,0,85,1,1
1,1,0.349,0.547,1,85,1,1
1,1,0.041,0.416,1,85,1,1
1,1,0.442,0.373,1,85,1,1
1,1,0.335,0.405,1,85,1,1
1,1,0.469,0.416,1,85,1,1
1,1,0.415,0.366,0,85,1,1
1,1,0.017,0.433,1,85,1,1
1,1,0.293,1.613,0,85,1,1
1,1,0.27,0.433,0,85,1,1
1,1,0.541,0.509,0,85,1,1
1,1,0.281,1.449,0,85,1,1
1,1,0.379,0.272,1,85,1,1
1,1,0.481,0.292,0,85,1,1
1,1,0.501,0.352,1,85,1,1
1,1,0.654,0.447,0,85,1,1
1,1,0.494,0.336,1,85,1,1
1,1,0.49,0.351,1,85,1,1
1,1,0.303,0.31,0,85,1,1
1,1,0.551,0.336,0,85,1,1
1,1,0.619,0.312,1,85,1,1
1,1,0.325,0.328,1,85,1,1
1,1,0.403,0.527,0,85,1,1
1,1,0.121,0.391,0,85,1,1
1,1,0.206,0.431,0,85,1,1
1,1,0.355,0.311,0,85,1,1
1,1,0.342,0.351,1,85,1,1
1,1,0.282,0.351,0,85,1,1
1,1,0.353,0.351,1,85,1,1
1,1,0.645,0.283,0,85,1,1
1,1,0.384,0.304,0,85,1,1
1,1,0.309,0.392,0,85,1,1
1,1,0.409,0.311,1,85,1,1
1,1,0.359,0.256,1,85,1,1
1,1,0.363,0.311,1,85,1,1
1,1,0.402,1.168,0,85,1,1
1,1,0.38,0.367,0,85,1,1
1,1,0.056,0.392,1,85,1,1
1,1,0.356,0.714,1,85,1,1
1,1,0.378,0.416,1,85,1,1
1,1,0.397,0.864,0,85,1,1
1,1,0.442,0.543,1,85,1,1
1,1,0.311,0.407,1,85,1,1
1,1,0.328,0.392,0,85,1,1
1,1,0.399,0.359,1,85,1,1
1,1,0.083,0.368,1,85,1,1
1,1,0.521,0.376,1,85,1,1
1,1,0.327,0.334,0,85,1,1
1,1,0.314,0.296,1,85,1,1
1,1,0.29,0.352,1,85,1,1
1,1,0.398,0.335,1,85,1,1
1,1,0.488,0.488,0,85,1,1
1,1,0.382,0.364,0,85,1,1
1,1,0.344,0.509,1,85,1,1
1,1,0.033,0.387,0,85,1,1
1,1,0.197,0.422,1,85,1,1
1,1,0.411,1.207,0,85,1,1
1,1,0.373,0.351,1,85,1,1
1,1,0.036,0.372,1,85,1,1
1,3,1.297,0.775,1,3,1,1
1,1,1.151,0.23,0,85,1,1
1,1,0.33,0.352,1,85,1,1
1,1,0.343,0.352,1,85,1,1
1,1,0.302,0.337,1,85,1,1
1,1,0.546,0.471,1,85,1,1
1,1,0.393,0.359,0,85,1,1
1,1,0.551,0.35,1,85,1,1
1,2,0.765,0.433,1,6,1,1
1,3,0.776,0.404,1,3,1,1
1,3,1.107,0.624,1,3,1,1
1,1,0.567,0.31,0,85,1,1
1,2,0.857,0.512,0,6,1,1
1,2,1.776,0.183,0,6,1,1
1,1,0.806,0.304,0,85,1,1
1,2,0.461,1.128,1,6,1,1
1,1,0.484,0.391,0,85,1,1
1,1,0.675,0.374,1,85,1,1
1,1,0.44,0.374,0,85,1,1
1,1,0.361,0.367,1,85,1,1
1,2,0.817,0.776,1,6,1,1
1,1,0.324,0.328,0,85,1,1
1,1,0.076,0.375,0,85,1,1
1,1,0.431,0.335,0,85,1,1
1,1,0.293,0.431,0,85,1,1
1,1,0.343,0.335,1,85,1,1
1,2,0.534,0.376,1,6,1,1
2,3,1.497,1.495,1,33,1,2
2,1,1.896,1.39,1,19,1,2
2,4,1.435,0.908,1,5,1,2
2,3,1.186,1.238,1,33,1,2
2,4,1.068,1.027,1,5,1,2
2,2,1.679,1.381,0,37,1,2
2,3,0.741,0.752,0,33,1,2
2,3,0.634,0.695,0,33,1,2
2,3,0.687,0.64,1,33,1,2
2,2,0.852,1.664,0,37,1,2
2,3,2.203,0.755,1,33,1,2
2,2,2.018,1.058,1,37,1,2
2,3,2.276,0.667,1,33,1,2
2,2,1.478,0.807,1,37,1,2
2,4,1.966,0.704,1,5,1,2
2,4,1.383,0.963,1,5,1,2
2,3,1.263,1.067,1,33,1,2
2,3,1.453,0.693,0,33,1,2
2,3,1.245,0.594,0,33,1,2
2,2,1.254,0.699,0,37,1,2
2,3,1.894,0.39,1,33,1,2
2,2,1.157,0.463,1,37,1,2
2,3,1.423,0.431,0,33,1,2
2,3,1.153,0.87,1,33,1,2
2,4,1.606,0.611,1,5,1,2
2,3,2.071,0.933,1,33,1,2
2,3,0.991,1.089,1,33,1,2
2,3,1.038,0.536,1,33,1,2
2,2,0.869,0.406,1,37,1,2
2,2,1.291,0.391,1,37,1,2
2,3,1.533,1.136,1,33,1,2
2,3,0.951,1.016,1,33,1,2
2,3,0.921,0.773,1,33,1,2
2,2,1.748,0.899,1,37,1,2
2,1,0.937,0.786,1,19,1,2
2,3,0.939,0.545,1,33,1,2
2,1,0.987,0.472,1,19,1,2
2,2,1,0.332,0,37,1,2
2,2,0.678,1.148,1,37,1,2
2,3,1.173,0.596,1,33,1,2
2,2,0.81,0.459,1,37,1,2
2,1,1.345,0.271,1,19,1,2
2,2,1.461,0.696,1,37,1,2
2,2,1.128,0.413,1,37,1,2
2,1,1.206,0.337,0,19,1,2
2,2,1.103,0.604,0,37,1,2
2,2,0.886,0.497,1,37,1,2
2,3,1.277,0.762,0,33,1,2
2,1,0.971,0.36,0,19,1,2
2,2,1.192,0.663,1,37,1,2
2,2,1.358,0.366,1,37,1,2
2,3,1.166,0.462,1,33,1,2
2,3,0.988,0.308,1,33,1,2
2,2,0.944,0.437,1,37,1,2
2,2,1.02,0.272,1,37,1,2
2,2,1.195,0.653,1,37,1,2
2,3,1.244,0.616,1,33,1,2
2,3,0.661,0.395,1,33,1,2
2,3,0.957,0.266,1,33,1,2
2,2,0.889,0.208,0,37,1,2
2,2,0.874,0.236,1,37,1,2
2,2,1.337,0.207,1,37,1,2
2,2,0.797,0.201,1,37,1,2
2,3,1.268,0.286,1,33,1,2
2,2,0.517,0.793,1,37,1,2
2,1,1.366,0.317,1,19,1,2
2,2,1.02,0.554,0,37,1,2
2,1,1.893,0.317,0,19,1,2
2,2,1.192,0.333,1,37,1,2
2,2,0.689,0.323,1,37,1,2
2,1,0.921,0.242,1,19,1,2
2,1,0.807,0.386,0,19,1,2
2,1,1.017,0.905,1,19,1,2
2,1,0.712,0.382,0,19,1,2
2,1,1.49,0.227,1,19,1,2
2,3,0.885,0.677,1,33,1,2
2,2,1.307,0.381,1,37,1,2
2,3,0.847,0.739,1,33,1,2
2,1,1.405,0.472,1,19,1,2
2,2,0.592,0.316,1,37,1,2
2,1,0.64,0.281,1,19,1,2
2,3,1.181,0.609,1,33,1,2
2,2,1.044,0.862,1,37,1,2
2,2,0.562,0.622,1,37,1,2
2,1,0.965,1,0,19,1,2
2,2,0.842,0.982,1,37,1,2
2,3,1.038,0.566,1,33,1,2
2,1,0.661,1.126,1,19,1,2
2,1,0.64,0.366,1,19,1,2
2,1,0.909,0.419,1,19,1,2
2,2,1.077,0.469,1,37,1,2
2,2,0.637,0.556,1,37,1,2
2,3,0.816,0.445,1,33,1,2
2,2,1.208,0.62,1,37,1,2
2,2,1.433,0.705,1,25,2,3
2,3,1.1,0.854,1,30,2,3
2,3,1.33,0.782,0,30,2,3
2,1,0.928,0.343,1,25,2,3
2,2,1.131,0.552,1,25,2,3
2,3,0.727,0.803,1,30,2,3
2,4,0.785,0.538,1,13,2,3
2,3,1.067,0.831,1,30,2,3
2,3,1.032,0.953,1,30,2,3
2,4,1.064,0.78,1,13,2,3
2,3,1.075,0.54,1,30,2,3
2,4,1.066,0.413,1,13,2,3
2,3,0.885,0.75,1,30,2,3
2,2,1.732,0.456,1,25,2,3
2,1,0.785,0.736,1,25,2,3
2,1,0.863,0.388,1,25,2,3
2,4,1.012,0.553,1,13,2,3
2,1,0.585,0.462,1,25,2,3
2,2,0.659,0.252,1,25,2,3
2,1,1.672,0.309,0,25,2,3
2,4,0.596,0.753,1,13,2,3
2,2,1.009,0.631,1,25,2,3
2,4,0.752,0.634,1,13,2,3
2,4,0.834,0.611,1,13,2,3
2,3,0.79,0.551,1,30,2,3
2,4,1.002,0.345,1,13,2,3
2,3,0.653,0.674,1,30,2,3
2,4,0.845,0.427,1,13,2,3
2,3,0.764,0.782,1,30,2,3
2,2,0.714,0.334,1,25,2,3
2,3,0.64,0.402,1,30,2,3
2,3,0.538,0.261,1,30,2,3
2,1,0.973,0.343,1,25,2,3
2,3,1.022,0.918,1,30,2,3
2,2,0.778,1.092,1,25,2,3
2,1,0.604,0.291,1,25,2,3
2,3,1.165,0.749,1,30,2,3
2,4,1.392,0.522,1,13,2,3
2,3,0.712,0.471,1,30,2,3
2,3,0.602,0.492,1,30,2,3
2,1,0.734,0.305,0,25,2,3
2,1,1.065,0.529,1,25,2,3
2,2,0.688,0.259,1,25,2,3
2,3,0.797,0.844,1,30,2,3
2,1,1.078,0.526,0,25,2,3
2,2,0.62,0.378,1,25,2,3
2,4,0.93,0.922,1,13,2,3
2,3,0.981,0.336,1,30,2,3
2,3,0.581,0.514,1,30,2,3
2,2,1.292,0.495,1,25,2,3
2,2,0.628,1.565,1,25,2,3
2,2,0.749,0.867,1,25,2,3
2,1,1.853,0.346,0,25,2,3
2,1,1.119,0.415,1,25,2,3
2,2,1.036,1.091,1,25,2,3
2,2,0.587,0.924,1,25,2,3
2,3,0.467,0.837,1,30,2,3
2,4,0.783,0.737,1,13,2,3
2,1,0.783,0.527,1,25,2,3
2,1,0.589,0.268,1,25,2,3
2,2,0.729,0.388,1,25,2,3
2,2,0.677,0.29,1,25,2,3
2,3,0.727,0.269,1,30,2,3
2,3,1.088,0.236,1,30,2,3
2,2,1.04,1.326,1,25,2,3
2,1,0.712,0.294,1,25,2,3
2,1,0.745,0.31,1,25,2,3
2,2,0.51,0.289,1,25,2,3
2,2,0.663,0.222,1,25,2,3
2,1,0.944,0.311,0,25,2,3
2,1,1.043,0.284,1,25,2,3
2,2,0.587,0.96,1,25,2,3
2,3,0.666,0.33,1,30,2,3
2,4,1.03,0.397,1,13,2,3
2,2,0.727,0.439,1,25,2,3
2,3,0.78,0.351,1,30,2,3
2,3,0.705,0.297,1,30,2,3
2,3,0.582,0.307,1,30,2,3
2,3,0.893,0.295,1,30,2,3
2,2,0.857,0.381,1,25,2,3
2,1,0.644,0.359,1,25,2,3
2,1,0.462,0.31,1,25,2,3
2,1,0.468,0.228,1,25,2,3
2,1,0.595,0.39,1,25,2,3
2,2,0.581,0.41,1,25,2,3
2,1,0.557,0.661,1,25,2,3
2,1,0.469,0.855,1,25,2,3
2,3,0.508,0.304,1,30,2,3
2,1,0.658,0.636,1,25,2,3
2,2,1.764,0.704,1,25,2,3
2,3,0.498,0.503,1,30,2,3
2,3,0.806,0.251,1,30,2,3
2,2,1.157,0.326,1,25,2,3
3,4,0.615,1.052,1,28,1,4
3,4,0.347,0.461,1,28,1,4
3,4,0.309,0.355,1,28,1,4
3,1,0.744,0.752,1,18,1,4
3,4,0.328,0.482,1,28,1,4
3,3,0.636,0.812,1,27,1,4
3,3,0.836,1.116,0,27,1,4
3,2,1.015,0.549,0,19,1,4
3,1,1.173,0.674,1,18,1,4
3,2,0.829,1.001,1,19,1,4
3,1,0.851,0.591,0,18,1,4
3,3,0.868,1.12,1,27,1,4
3,2,0.674,0.471,1,19,1,4
3,2,0.877,0.504,1,19,1,4
3,1,0.828,0.678,1,18,1,4
3,4,0.076,1.203,1,28,1,4
3,3,0.516,0.688,1,27,1,4
3,1,0.741,0.543,1,18,1,4
3,3,0.56,0.608,1,27,1,4
3,3,0.945,0.467,1,27,1,4
3,2,1.01,0.638,1,19,1,4
3,1,0.57,0.574,0,18,1,4
3,2,0.709,0.455,1,19,1,4
3,1,0.355,0.865,1,18,1,4
3,2,0.757,0.562,1,19,1,4
3,1,0.761,0.975,0,18,1,4
3,2,0.758,0.451,0,19,1,4
3,3,0.791,0.567,1,27,1,4
3,1,0.832,0.502,0,18,1,4
3,3,0.657,0.56,1,27,1,4
3,2,0.373,0.91,1,19,1,4
3,4,0.92,0.49,1,28,1,4
3,3,0.555,0.56,1,27,1,4
3,2,0.973,0.588,0,19,1,4
3,4,0.183,0.704,1,28,1,4
3,4,0.238,0.432,1,28,1,4
3,4,0.503,0.552,1,28,1,4
3,3,0.651,0.428,1,27,1,4
3,3,0.299,0.438,1,27,1,4
3,4,0.449,0.463,1,28,1,4
3,4,0.387,0.569,1,28,1,4
3,4,0.352,0.405,1,28,1,4
3,3,0.517,0.323,0,27,1,4
3,2,0.941,0.484,1,19,1,4
3,4,0.518,0.369,1,28,1,4
3,2,0.689,0.499,1,19,1,4
3,3,0.666,1.076,1,27,1,4
3,4,0.596,0.257,1,28,1,4
3,1,0.885,0.619,0,18,1,4
3,4,0.745,0.407,1,28,1,4
3,2,0.673,0.561,1,19,1,4
3,3,0.334,0.462,1,27,1,4
3,2,0.574,0.384,0,19,1,4
3,1,0.619,0.283,0,18,1,4
3,2,0.468,0.501,0,19,1,4
3,2,0.604,0.325,0,19,1,4
3,1,0.553,0.243,0,18,1,4
3,3,0.547,0.708,1,27,1,4
3,3,1.121,0.596,0,27,1,4
3,1,0.57,0.989,0,18,1,4
3,1,0.702,0.395,0,18,1,4
3,4,0.924,0.911,1,28,1,4
3,1,0.964,0.464,1,18,1,4
3,3,0.69,0.755,1,27,1,4
3,3,0.451,0.548,1,27,1,4
3,3,0.837,0.373,1,27,1,4
3,4,0.343,0.326,1,28,1,4
3,4,0.284,0.206,1,28,1,4
3,3,0.476,0.599,1,27,1,4
3,4,0.374,0.451,1,28,1,4
3,2,0.333,0.37,1,19,1,4
3,3,0.265,0.178,1,27,1,4
3,2,0.36,0.312,1,19,1,4
3,4,0.322,0.629,1,28,1,4
3,3,0.673,0.425,0,27,1,4
3,4,0.481,0.405,1,28,1,4
3,3,0.344,0.46,1,27,1,4
3,4,0.335,0.663,0,28,1,4
3,4,0.472,0.386,1,28,1,4
3,1,1.245,0.36,1,18,1,4
3,4,0.561,0.391,1,28,1,4
3,3,1.173,0.503,0,27,1,4
3,3,0.341,0.341,1,27,1,4
3,3,0.596,0.568,1,27,1,4
3,3,0.393,0.594,1,27,1,4
3,1,0.725,0.245,0,18,1,4
3,4,0.354,0.371,1,28,1,4
3,2,0.417,0.503,0,19,1,4
3,1,0.815,0.43,0,18,1,4
3,4,0.347,0.355,1,28,1,4
3,4,0.314,0.272,1,28,1,4
3,4,0.318,0.202,1,28,1,4
3,4,0.573,1.161,1,13,2,3
3,3,0.435,0.421,1,29,2,3
3,3,0.375,0.54,1,29,2,3
3,4,0.505,0.342,1,13,2,3
3,4,0.304,0.267,1,13,2,3
3,2,1.209,0.689,0,27,2,3
3,4,0.341,0.333,1,13,2,3
3,1,0.442,1.39,0,24,2,3
3,3,0.279,0.581,1,29,2,3
3,3,0.273,0.451,1,29,2,3
3,2,0.572,0.527,1,27,2,3
3,3,0.539,1.276,1,29,2,3
3,3,0.414,0.402,1,29,2,3
3,2,0.344,0.259,1,27,2,3
3,2,0.321,0.307,1,27,2,3
3,2,0.358,0.318,1,27,2,3
3,2,1.003,0.629,1,27,2,3
3,2,0.646,0.508,1,27,2,3
3,1,0.837,0.41,0,24,2,3
3,3,0.565,0.696,1,29,2,3
3,3,0.191,1.303,1,29,2,3
3,4,0.318,0.293,1,13,2,3
3,3,0.66,0.269,1,29,2,3
3,2,0.905,0.853,0,27,2,3
3,3,0.498,0.816,1,29,2,3
3,3,0.499,0.359,1,29,2,3
3,2,0.675,0.291,1,27,2,3
3,1,0.736,0.631,1,24,2,3
3,3,0.384,0.55,1,29,2,3
3,1,0.637,0.526,0,24,2,3
3,1,0.604,0.858,1,24,2,3
3,2,0.477,0.43,1,27,2,3
3,1,0.72,0.452,0,24,2,3
3,1,1.32,0.353,0,24,2,3
3,1,0.79,0.331,0,24,2,3
3,4,0.758,0.984,1,13,2,3
3,4,0.388,0.282,1,13,2,3
3,1,1.174,1.096,1,24,2,3
3,1,0.917,0.812,0,24,2,3
3,4,0.383,0.33,1,13,2,3
3,4,0.435,0.406,1,13,2,3
3,1,0.721,0.586,1,24,2,3
3,1,0.57,0.462,1,24,2,3
3,4,0.411,0.449,1,13,2,3
3,2,0.568,0.736,0,27,2,3
3,3,0.645,0.74,1,29,2,3
3,2,0.701,0.834,1,27,2,3
3,3,0.479,0.529,1,29,2,3
3,4,0.31,0.364,1,13,2,3
3,2,0.433,0.741,0,27,2,3
3,1,0.542,0.54,1,24,2,3
3,2,0.315,0.491,1,27,2,3
3,2,0.364,0.262,1,27,2,3
3,1,0.916,0.377,0,24,2,3
3,2,0.359,0.588,1,27,2,3
3,2,0.306,0.277,1,27,2,3
3,2,0.459,0.383,1,27,2,3
3,3,0.412,0.466,1,29,2,3
3,3,0.397,0.662,1,29,2,3
3,3,1.214,0.921,1,29,2,3
3,3,0.248,0.368,1,29,2,3
3,2,0.676,0.732,1,27,2,3
3,1,0.709,0.351,0,24,2,3
3,1,0.921,0.651,1,24,2,3
3,3,0.739,0.552,1,29,2,3
3,3,0.634,0.836,1,29,2,3
3,4,0.634,1.017,1,13,2,3
3,2,0.568,0.789,1,27,2,3
3,2,0.446,0.418,1,27,2,3
3,1,0.508,0.512,1,24,2,3
3,3,0.428,0.454,1,29,2,3
3,3,0.309,0.409,1,29,2,3
3,3,0.26,0.265,1,29,2,3
3,1,0.8,0.792,1,24,2,3
3,1,0.458,0.324,1,24,2,3
3,1,0.357,0.327,1,24,2,3
3,2,0.795,0.84,0,27,2,3
3,3,0.626,0.323,1,29,2,3
3,4,0.338,0.446,1,13,2,3
3,2,0.566,0.37,0,27,2,3
3,3,0.26,0.21,1,29,2,3
3,3,0.311,0.228,1,29,2,3
3,3,0.342,0.764,1,29,2,3
3,3,0.496,0.496,1,29,2,3
3,1,0.543,0.438,1,24,2,3
3,2,0.233,0.26,1,27,2,3
3,2,0.312,0.283,1,27,2,3
3,3,0.485,0.871,1,29,2,3
3,1,0.361,0.463,1,24,2,3
3,1,0.275,0.692,0,24,2,3
3,1,0.274,0.402,1,24,2,3
3,2,0.301,0.365,1,27,2,3
3,2,0.273,0.298,1,27,2,3
4,1,1.737,1.423,0,68,2,1
4,2,0.926,1.287,1,9,2,1
4,1,0.944,0.776,0,68,2,1
4,1,1.226,0.767,0,68,2,1
4,1,1.508,0.68,1,68,2,1
4,1,0.804,0.639,0,68,2,1
4,1,1.269,1.151,1,68,2,1
4,1,1.62,0.648,0,68,2,1
4,3,0.828,0.928,1,15,2,1
4,1,1.749,1.001,1,68,2,1
4,1,1.013,0.76,0,68,2,1
4,2,1.503,0.864,1,9,2,1
4,1,1.606,0.712,1,68,2,1
4,3,0.888,0.839,0,15,2,1
4,3,0.886,1.527,1,15,2,1
4,1,1.381,0.991,0,68,2,1
4,1,1.195,1.248,0,68,2,1
4,4,0.767,1.295,1,4,2,1
4,1,0.799,0.919,0,68,2,1
4,4,0.653,0.951,1,4,2,1
4,1,1.705,0.496,0,68,2,1
4,1,1.132,0.448,1,68,2,1
4,1,1.869,0.544,0,68,2,1
4,2,0.527,0.688,1,9,2,1
4,1,0.667,0.8,0,68,2,1
4,1,0.929,0.52,1,68,2,1
4,1,0.636,0.512,0,68,2,1
4,1,1.243,0.415,1,68,2,1
4,1,0.824,0.408,1,68,2,1
4,1,0.552,0.928,1,68,2,1
4,1,0.834,0.391,1,68,2,1
4,1,0.859,1.232,1,68,2,1
4,1,0.621,0.608,0,68,2,1
4,3,0.741,1.296,0,15,2,1
4,4,1.745,1.28,1,4,2,1
4,1,0.892,0.407,0,68,2,1
4,3,0.704,1.055,0,15,2,1
4,1,1.47,0.407,1,68,2,1
4,2,1.008,0.671,0,9,2,1
4,1,0.748,0.44,0,68,2,1
4,3,0.63,0.792,1,15,2,1
4,2,0.553,0.864,0,9,2,1
4,4,0.8,1.416,1,4,2,1
4,1,1.206,0.384,0,68,2,1
4,1,0.932,0.88,1,68,2,1
4,1,0.532,0.319,0,68,2,1
4,1,0.842,0.44,0,68,2,1
4,2,0.648,0.767,1,9,2,1
4,3,0.645,1.024,1,15,2,1
4,1,0.755,1.192,0,68,2,1
4,1,0.58,0.432,0,68,2,1
4,1,1.165,0.463,1,68,2,1
4,2,0.689,0.872,1,9,2,1
4,1,0.474,0.584,1,68,2,1
4,1,0.605,1.064,1,68,2,1
4,1,0.543,0.471,0,68,2,1
4,1,1.046,0.783,0,68,2,1
4,1,0.822,0.744,0,68,2,1
4,3,0.754,0.808,1,15,2,1
4,1,1.098,0.799,1,68,2,1
4,1,0.662,0.368,0,68,2,1
4,1,0.883,0.583,0,68,2,1
4,3,0.532,0.647,1,15,2,1
4,2,0.585,1.135,0,9,2,1
4,1,0.685,0.456,1,68,2,1
4,3,0.785,0.631,1,15,2,1
4,1,0.967,0.759,0,68,2,1
4,3,0.708,0.72,0,15,2,1
4,2,0.446,1.031,0,9,2,1
4,3,0.492,0.815,0,15,2,1
4,1,0.798,0.328,1,68,2,1
4,1,0.578,0.296,0,68,2,1
4,1,0.539,0.591,0,68,2,1
4,1,0.596,0.527,0,68,2,1
4,3,0.532,0.648,1,15,2,1
4,1,0.625,0.448,1,68,2,1
4,1,0.743,0.424,0,68,2,1
4,1,0.653,0.472,0,68,2,1
4,1,0.66,0.376,1,68,2,1
4,1,0.943,0.528,0,68,2,1
4,1,0.382,0.264,1,68,2,1
4,1,0.901,0.328,1,68,2,1
4,1,0.869,0.191,1,68,2,1
4,1,0.546,0.368,0,68,2,1
4,1,0.609,0.649,0,68,2,1
4,1,0.782,0.264,1,68,2,1
4,1,0.807,0.287,0,68,2,1
4,3,0.72,0.688,0,15,2,1
4,1,1.501,0.368,1,68,2,1
4,1,0.967,0.375,1,68,2,1
4,1,0.916,0.208,0,68,2,1
4,1,0.963,0.272,1,68,2,1
4,1,0.743,0.112,1,68,2,1
4,1,1.191,0.175,1,68,2,1
4,1,0.798,0.183,0,68,2,1
4,3,0.538,0.872,1,15,2,1
4,2,0.79,0.944,1,10,1,1
4,3,0.945,0.616,1,29,1,1
4,4,0.482,0.567,1,10,1,1
4,3,0.765,0.671,1,29,1,1
4,3,0.696,0.623,1,29,1,1
4,4,0.676,1.056,1,10,1,1
4,3,0.411,1.312,1,29,1,1
4,4,0.449,1.128,1,10,1,1
4,4,0.579,1.184,1,10,1,1
4,4,0.651,1.048,1,10,1,1
4,4,0.617,1.112,1,10,1,1
4,1,0.713,0.375,1,44,1,1
4,2,0.633,0.696,1,10,1,1
4,3,0.608,1.328,1,29,1,1
4,2,0.522,0.696,1,10,1,1
4,1,0.596,0.632,1,44,1,1
4,1,0.489,0.784,1,44,1,1
4,1,0.77,0.944,1,44,1,1
4,1,0.498,0.568,1,44,1,1
4,1,0.444,0.263,1,44,1,1
4,1,1.1,0.552,0,44,1,1
4,3,0.512,0.655,1,29,1,1
4,3,0.507,0.487,1,29,1,1
4,3,0.551,0.352,1,29,1,1
4,4,0.457,0.831,1,10,1,1
4,1,0.537,0.776,1,44,1,1
4,1,0.568,0.263,1,44,1,1
4,1,0.506,0.272,1,44,1,1
4,1,0.991,0.303,0,44,1,1
4,1,0.395,0.304,1,44,1,1
4,1,0.454,0.479,1,44,1,1
4,3,0.455,0.592,1,29,1,1
4,1,0.785,0.279,1,44,1,1
4,3,0.505,0.36,1,29,1,1
4,3,0.374,0.911,1,29,1,1
4,1,0.681,0.287,1,44,1,1
4,3,0.375,0.912,1,29,1,1
4,2,0.713,0.791,1,10,1,1
4,1,0.643,0.224,1,44,1,1
4,1,0.579,0.304,1,44,1,1
4,1,1.059,0.295,1,44,1,1
