"sub","cj","rt","rtconf","cor","count","experiment","cj_category"
35,1,1.302,0.313,0,21,2,3
35,2,0.724,0.536,1,21,2,3
35,2,1.128,0.244,1,21,2,3
35,2,1.525,0.493,1,21,2,3
35,2,0.971,0.889,1,21,2,3
35,3,0.698,0.556,1,39,2,3
35,3,1.081,0.462,1,39,2,3
35,3,1.02,1.141,1,39,2,3
35,4,0.86,0.931,1,11,2,3
35,4,1.016,0.576,1,11,2,3
35,1,1.329,0.312,1,21,2,3
35,3,0.863,1.097,1,39,2,3
35,2,0.882,1.359,1,21,2,3
35,4,1.041,0.515,1,11,2,3
35,4,0.901,0.508,1,11,2,3
35,3,0.904,0.484,1,39,2,3
35,1,1.079,0.453,1,21,2,3
35,2,0.941,0.986,1,21,2,3
35,3,0.757,0.63,1,39,2,3
35,4,0.673,0.775,1,11,2,3
35,2,0.52,0.86,1,21,2,3
35,4,1.257,0.863,1,11,2,3
35,2,0.788,0.406,1,21,2,3
35,3,0.789,0.674,1,39,2,3
35,3,0.587,0.351,1,39,2,3
35,1,0.926,1.531,1,21,2,3
35,3,0.878,0.634,1,39,2,3
35,3,1.429,0.664,1,39,2,3
35,1,0.864,0.583,1,21,2,3
35,1,1.085,0.553,1,21,2,3
35,2,1.191,0.819,0,21,2,3
35,2,1.918,0.728,0,21,2,3
35,3,1.024,0.413,1,39,2,3
35,1,1.692,0.716,1,21,2,3
35,3,1.247,0.793,1,39,2,3
35,3,0.892,0.637,1,39,2,3
35,2,2.014,1.19,1,21,2,3
35,3,0.802,0.538,1,39,2,3
35,3,0.686,0.462,1,39,2,3
35,1,1.236,0.416,1,21,2,3
35,2,0.842,0.569,1,21,2,3
35,3,0.656,0.442,1,39,2,3
35,3,0.71,0.252,1,39,2,3
35,3,0.612,0.38,1,39,2,3
35,1,1.693,1.582,0,21,2,3
35,1,1.584,0.397,0,21,2,3
35,3,0.809,0.671,1,39,2,3
35,3,0.527,1.368,1,39,2,3
35,3,0.87,0.886,1,39,2,3
35,1,1.301,0.275,1,21,2,3
35,3,0.798,0.75,1,39,2,3
35,3,0.972,0.981,1,39,2,3
35,3,1.164,0.399,1,39,2,3
35,3,1.087,1.23,1,39,2,3
35,4,0.638,0.474,1,11,2,3
35,2,0.756,0.905,1,21,2,3
35,3,1.08,0.487,1,39,2,3
35,2,1.334,0.787,1,21,2,3
35,3,0.757,0.76,1,39,2,3
35,3,0.641,0.417,1,39,2,3
35,2,1.585,0.291,1,21,2,3
35,3,0.721,0.421,1,39,2,3
35,3,0.584,0.362,1,39,2,3
35,1,1.713,1.308,1,21,2,3
35,3,1.44,0.791,0,39,2,3
35,3,0.724,0.625,1,39,2,3
35,2,1.793,0.386,1,21,2,3
35,1,1.225,0.291,1,21,2,3
35,2,0.772,0.923,1,21,2,3
35,3,0.959,0.364,1,39,2,3
35,3,0.843,0.605,1,39,2,3
35,2,0.994,0.567,1,21,2,3
35,1,1.129,0.3,1,21,2,3
36,3,1.171,0.255,1,55,2,3
36,3,0.488,0.086,0,55,2,3
36,3,0.588,0.086,0,55,2,3
36,3,1.331,0.234,1,55,2,3
36,2,1.119,0.11,1,16,2,3
36,1,0.408,0.167,1,1,2,3
36,3,0.148,0.119,1,55,2,3
36,3,0.339,0.151,0,55,2,3
36,3,0.322,0.103,1,55,2,3
36,3,0.298,0.095,1,55,2,3
36,2,0.41,0.079,1,16,2,3
36,3,0.257,0.077,0,55,2,3
36,3,0.415,0.103,1,55,2,3
36,2,0.049,0.095,1,16,2,3
36,3,0.34,0.088,0,55,2,3
36,3,0.265,0.112,0,55,2,3
36,2,0.554,0.136,1,16,2,3
36,2,0.271,0.214,1,16,2,3
36,3,1.622,0.681,1,55,2,3
36,3,0.388,0.103,0,55,2,3
36,3,0.942,0.112,1,55,2,3
36,3,0.509,0.064,1,55,2,3
36,2,0.536,0.191,0,16,2,3
36,3,0.395,0.278,0,55,2,3
36,2,0.124,0.176,0,16,2,3
36,2,0.204,0.168,0,16,2,3
36,3,0.454,0.094,0,55,2,3
36,3,0.997,0.153,0,55,2,3
36,3,0.533,0.272,1,55,2,3
36,3,0.503,0.311,1,55,2,3
36,3,0.43,0.119,1,55,2,3
36,3,0.34,0.35,0,55,2,3
36,4,0.792,0.71,1,22,2,3
36,4,0.568,0.12,1,22,2,3
36,3,0.763,0.286,1,55,2,3
36,3,0.545,0.095,1,55,2,3
36,3,0.976,0.248,1,55,2,3
36,3,0.438,0.071,1,55,2,3
36,3,0.237,0.088,1,55,2,3
36,4,0.332,0.551,0,22,2,3
36,4,0.455,0.126,1,22,2,3
36,4,0.369,0.127,1,22,2,3
36,3,0.329,0.136,1,55,2,3
36,4,0.055,0.135,1,22,2,3
36,3,0.434,0.359,1,55,2,3
36,4,0.291,0.111,1,22,2,3
36,3,0.631,0.191,0,55,2,3
36,3,0.38,0.087,1,55,2,3
36,4,0.258,0.079,0,22,2,3
36,4,0.052,0.159,1,22,2,3
36,3,0.517,0.166,1,55,2,3
36,3,0.765,0.199,1,55,2,3
36,2,0.299,0.194,0,16,2,3
36,3,0.564,0.094,1,55,2,3
36,3,0.372,0.23,0,55,2,3
36,4,0.233,0.111,1,22,2,3
36,3,0.293,0.128,0,55,2,3
36,3,0.311,0.064,1,55,2,3
36,2,0.112,0.151,1,16,2,3
36,2,0.185,0.11,0,16,2,3
36,4,0.477,0.127,1,22,2,3
36,3,0.719,0.184,1,55,2,3
36,4,0.848,0.263,1,22,2,3
36,4,0.352,0.159,1,22,2,3
36,4,0.237,0.063,1,22,2,3
36,4,0.048,0.118,1,22,2,3
36,4,0.031,0.143,0,22,2,3
36,3,0.254,0.129,0,55,2,3
36,3,0.293,0.127,0,55,2,3
36,3,0.245,0.087,0,55,2,3
36,3,0.201,0.071,1,55,2,3
36,4,0.21,0.559,1,22,2,3
36,4,0.241,0.103,0,22,2,3
36,3,0.283,0.119,1,55,2,3
36,2,0.614,0.17,0,16,2,3
36,3,0.118,0.32,1,55,2,3
36,3,0.403,0.167,1,55,2,3
36,3,0.569,0.182,1,55,2,3
36,3,0.171,0.176,1,55,2,3
36,2,0.737,0.328,1,16,2,3
36,3,0.333,0.112,1,55,2,3
36,3,0.285,0.238,0,55,2,3
36,3,0.262,0.128,1,55,2,3
36,4,0.303,0.104,1,22,2,3
36,4,0.245,0.134,1,22,2,3
36,3,0.201,0.119,0,55,2,3
36,4,0.307,0.599,1,22,2,3
36,3,1.129,0.199,1,55,2,3
36,2,0.373,0.175,1,16,2,3
36,2,0.382,0.175,1,16,2,3
36,2,0.3,0.165,0,16,2,3
36,3,0.768,0.142,1,55,2,3
36,3,0.49,0.135,1,55,2,3
36,4,0.256,0.079,1,22,2,3
36,2,0.755,0.248,0,29,1,3
36,4,1.513,0.27,1,6,1,3
36,3,0.589,0.12,0,57,1,3
36,2,0.593,0.143,0,29,1,3
36,3,0.701,0.511,1,57,1,3
36,2,1.431,0.344,0,29,1,3
36,2,0.412,0.159,0,29,1,3
36,2,0.958,0.336,0,29,1,3
36,3,0.65,0.448,0,57,1,3
36,2,1.177,0.215,0,29,1,3
36,3,1.68,0.407,1,57,1,3
36,3,0.631,0.311,1,57,1,3
36,3,0.964,0.158,1,57,1,3
36,3,0.292,0.144,1,57,1,3
36,3,1.016,0.143,1,57,1,3
36,3,0.424,0.151,1,57,1,3
36,2,0.678,0.247,1,29,1,3
36,2,0.314,0.207,1,29,1,3
36,3,0.665,0.109,0,57,1,3
36,2,0.629,0.239,1,29,1,3
36,2,0.834,0.357,1,29,1,3
36,2,0.403,0.121,1,29,1,3
36,2,0.376,0.168,0,29,1,3
36,2,0.171,0.224,1,29,1,3
36,2,0.3,0.175,1,29,1,3
36,2,0.885,0.151,1,29,1,3
36,2,1.062,0.239,0,29,1,3
36,2,0.75,0.414,1,29,1,3
36,3,0.469,0.559,1,57,1,3
36,3,1.407,0.126,1,57,1,3
36,3,0.504,0.223,1,57,1,3
36,3,0.457,0.138,1,57,1,3
36,3,0.286,0.112,1,57,1,3
36,3,0.375,0.374,1,57,1,3
36,2,0.318,0.191,1,29,1,3
36,3,0.03,0.143,0,57,1,3
36,2,0.368,0.224,1,29,1,3
36,3,0.397,0.207,1,57,1,3
36,3,0.461,0.215,0,57,1,3
36,3,0.215,0.118,1,57,1,3
36,3,0.58,0.215,1,57,1,3
36,2,1.059,0.159,0,29,1,3
36,3,0.669,0.184,0,57,1,3
36,2,0.672,0.189,0,29,1,3
36,3,0.46,0.12,1,57,1,3
36,3,0.348,0.118,0,57,1,3
36,2,0.199,0.206,1,29,1,3
36,3,0.383,0.046,1,57,1,3
36,3,0.183,0.104,1,57,1,3
36,3,0.392,0.032,1,57,1,3
36,3,0.374,0.085,1,57,1,3
36,3,0.148,0.125,0,57,1,3
36,3,0.228,0.122,1,57,1,3
36,3,0.471,0.116,1,57,1,3
36,3,0.137,0.136,1,57,1,3
36,3,0.554,0.141,1,57,1,3
36,3,0.394,0.176,0,57,1,3
36,3,0.355,0.128,0,57,1,3
36,3,0.336,0.59,1,57,1,3
36,3,0.302,0.158,1,57,1,3
36,3,0.266,0.095,1,57,1,3
36,4,0.216,0.52,1,6,1,3
36,3,1.245,0.12,1,57,1,3
36,3,0.477,0.186,0,57,1,3
36,2,0.439,0.498,1,29,1,3
36,2,0.091,0.191,0,29,1,3
36,3,1.318,0.239,0,57,1,3
36,3,0.038,0.208,0,57,1,3
36,3,0.53,0.144,1,57,1,3
36,3,0.467,0.119,1,57,1,3
36,3,0.052,0.119,1,57,1,3
36,3,0.175,0.094,1,57,1,3
36,3,0.297,0.311,1,57,1,3
36,3,0.227,0.103,0,57,1,3
36,3,0.309,0.245,0,57,1,3
36,2,0.034,0.23,0,29,1,3
36,2,0.082,0.095,1,29,1,3
36,4,0.572,0.175,1,6,1,3
36,4,0.221,0.161,1,6,1,3
36,3,0.818,0.399,1,57,1,3
36,3,0.876,0.39,1,57,1,3
36,3,0.403,0.127,1,57,1,3
36,3,0.723,0.118,1,57,1,3
36,3,0.32,0.1,1,57,1,3
36,3,0.307,0.053,0,57,1,3
36,3,0.387,0.072,1,57,1,3
36,3,0.389,0.135,0,57,1,3
36,2,0.465,0.209,1,29,1,3
36,2,0.676,0.166,0,29,1,3
36,2,0.447,0.176,0,29,1,3
36,4,0.83,0.264,1,6,1,3
36,4,0.303,0.11,1,6,1,3
37,3,0.862,0.501,1,6,1,4
37,3,0.724,0.563,1,6,1,4
37,4,0.281,0.432,1,85,1,4
37,3,1.134,0.467,1,6,1,4
37,4,0.289,0.369,1,85,1,4
37,4,0.488,0.324,1,85,1,4
37,4,0.246,0.305,1,85,1,4
37,4,0.428,0.315,0,85,1,4
37,4,0.413,0.202,1,85,1,4
37,4,0.113,0.217,1,85,1,4
37,4,0.07,0.279,1,85,1,4
37,4,0.183,0.293,1,85,1,4
37,4,0.427,0.311,1,85,1,4
37,4,0.396,0.318,1,85,1,4
37,4,0.336,0.273,1,85,1,4
37,4,0.101,0.243,1,85,1,4
37,4,0.43,0.448,1,85,1,4
37,3,0.86,0.319,1,6,1,4
37,3,0.397,0.396,1,6,1,4
37,4,0.299,0.301,1,85,1,4
37,4,0.212,0.274,1,85,1,4
37,4,0.386,0.298,1,85,1,4
37,4,0.246,0.238,1,85,1,4
37,4,0.297,0.288,1,85,1,4
37,4,0.275,0.273,1,85,1,4
37,4,0.119,0.299,1,85,1,4
37,4,0.289,0.331,1,85,1,4
37,4,0.311,0.644,1,85,1,4
37,4,0.349,0.226,0,85,1,4
37,4,0.209,0.304,1,85,1,4
37,4,0.179,0.34,1,85,1,4
37,4,0.252,0.292,1,85,1,4
37,4,0.507,0.273,1,85,1,4
37,4,0.466,0.281,1,85,1,4
37,4,0.299,0.263,1,85,1,4
37,4,0.175,0.253,1,85,1,4
37,4,0.193,0.331,1,85,1,4
37,4,0.174,0.355,1,85,1,4
37,4,0.039,0.319,1,85,1,4
37,4,0.007,0.285,1,85,1,4
37,3,0.182,0.386,1,6,1,4
37,4,1.037,0.311,1,85,1,4
37,4,0.549,0.217,1,85,1,4
37,4,0.228,0.216,1,85,1,4
37,4,0.152,0.401,0,85,1,4
37,4,0.34,0.223,1,85,1,4
37,4,0.533,0.263,1,85,1,4
37,4,0.262,0.221,1,85,1,4
37,4,0.216,0.218,1,85,1,4
37,4,0.179,0.316,1,85,1,4
37,4,0.11,0.203,1,85,1,4
37,4,0.219,0.186,1,85,1,4
37,4,0.233,0.178,1,85,1,4
37,4,0.285,0.221,0,85,1,4
37,4,0.389,0.218,1,85,1,4
37,4,0.049,0.507,0,85,1,4
37,4,0.569,0.246,1,85,1,4
37,4,0.151,0.225,1,85,1,4
37,4,0.35,0.212,1,85,1,4
37,4,0.264,0.255,1,85,1,4
37,4,0.511,0.291,1,85,1,4
37,4,0.266,0.239,1,85,1,4
37,4,0.237,0.221,0,85,1,4
37,4,0.423,0.225,0,85,1,4
37,4,0.266,0.213,1,85,1,4
37,4,0.232,0.213,1,85,1,4
37,4,0.635,0.222,1,85,1,4
37,4,0.387,0.284,0,85,1,4
37,4,0.372,0.247,1,85,1,4
37,4,0.363,0.197,1,85,1,4
37,4,0.566,0.208,1,85,1,4
37,4,0.233,0.263,1,85,1,4
37,4,0.332,0.23,1,85,1,4
37,4,0.253,0.193,1,85,1,4
37,4,0.466,0.197,1,85,1,4
37,4,0.303,0.22,1,85,1,4
37,4,0.112,0.24,1,85,1,4
37,4,0.313,0.205,0,85,1,4
37,4,0.078,0.243,1,85,1,4
37,4,0.035,0.198,1,85,1,4
37,4,0.26,0.27,1,85,1,4
37,4,0.136,0.267,1,85,1,4
37,4,0.044,0.269,0,85,1,4
37,4,0.372,0.246,0,85,1,4
37,4,0.168,0.215,1,85,1,4
37,4,0.341,0.198,1,85,1,4
37,4,0.683,0.224,0,85,1,4
37,4,0.35,0.184,1,85,1,4
37,4,0.195,0.247,1,85,1,4
37,4,0.073,0.32,1,85,1,4
37,4,0.239,0.231,1,85,1,4
37,4,0.36,0.452,1,68,2,4
37,2,0.266,0.312,1,4,2,4
37,4,0.374,0.566,1,68,2,4
37,3,0.184,0.521,1,22,2,4
37,2,0.331,0.301,0,4,2,4
37,3,0.21,0.348,1,22,2,4
37,3,0.132,0.258,1,22,2,4
37,4,0.719,0.523,1,68,2,4
37,4,0.316,0.415,1,68,2,4
37,4,1.177,0.256,0,68,2,4
37,3,0.315,0.478,1,22,2,4
37,3,0.731,0.409,1,22,2,4
37,3,0.061,0.399,1,22,2,4
37,4,0.099,0.367,0,68,2,4
37,4,0.184,0.273,1,68,2,4
37,4,0.479,0.363,1,68,2,4
37,4,0.23,0.297,0,68,2,4
37,4,0.065,0.259,0,68,2,4
37,4,0.244,0.318,1,68,2,4
37,4,0.566,0.309,0,68,2,4
37,4,0.623,0.31,1,68,2,4
37,4,0.204,0.315,0,68,2,4
37,4,0.215,0.308,1,68,2,4
37,4,0.351,0.307,0,68,2,4
37,4,0.494,0.277,0,68,2,4
37,4,0.092,0.398,1,68,2,4
37,4,0.451,0.253,0,68,2,4
37,4,0.087,0.302,1,68,2,4
37,4,0.972,0.059,1,68,2,4
37,4,1.034,0.226,1,68,2,4
37,4,0.325,0.279,1,68,2,4
37,4,0.026,0.282,1,68,2,4
37,4,0.276,0.199,0,68,2,4
37,4,0.385,0.25,1,68,2,4
37,3,0.125,0.382,1,22,2,4
37,3,0.164,0.426,1,22,2,4
37,3,0.374,0.23,1,22,2,4
37,3,0.363,0.282,0,22,2,4
37,2,0.345,0.374,1,4,2,4
37,4,0.275,0.252,1,68,2,4
37,4,0.229,0.265,1,68,2,4
37,4,0.262,0.186,1,68,2,4
37,4,0.237,0.219,0,68,2,4
37,1,1.104,0.079,0,1,2,4
37,4,0.317,0.224,1,68,2,4
37,4,0.125,0.301,1,68,2,4
37,4,0.231,0.28,1,68,2,4
37,4,0.271,0.343,0,68,2,4
37,4,0.16,0.289,0,68,2,4
37,4,0.841,0.293,1,68,2,4
37,4,0.387,0.326,1,68,2,4
37,4,0.164,0.31,0,68,2,4
37,3,0.143,0.317,1,22,2,4
37,3,0.441,0.339,1,22,2,4
37,3,0.203,0.202,1,22,2,4
37,3,0.241,0.254,0,22,2,4
37,3,0.118,0.226,1,22,2,4
37,2,0.688,0.054,1,4,2,4
37,4,0.647,0.202,0,68,2,4
37,3,0.29,0.34,1,22,2,4
37,3,0.442,0.282,0,22,2,4
37,3,0.389,0.259,1,22,2,4
37,4,0.303,0.305,1,68,2,4
37,3,0.234,0.329,0,22,2,4
37,4,0.543,0.317,1,68,2,4
37,4,0.632,0.256,1,68,2,4
37,4,0.387,0.314,1,68,2,4
37,4,0.551,0.185,1,68,2,4
37,4,0.666,0.311,1,68,2,4
37,3,0.244,0.399,0,22,2,4
37,3,0.22,0.275,1,22,2,4
37,4,0.391,0.532,1,68,2,4
37,4,0.504,0.252,1,68,2,4
37,4,0.306,0.304,1,68,2,4
37,3,0.333,0.351,0,22,2,4
37,4,0.297,0.245,1,68,2,4
37,4,0.405,0.295,0,68,2,4
37,4,0.812,0.235,1,68,2,4
37,4,0.074,0.389,0,68,2,4
37,4,0.04,0.264,1,68,2,4
37,4,0.005,0.268,1,68,2,4
37,4,0.228,0.393,1,68,2,4
37,4,0.689,0.221,0,68,2,4
37,4,0.337,0.313,1,68,2,4
37,4,0.138,0.263,1,68,2,4
37,4,0.217,0.213,1,68,2,4
37,4,0.269,0.25,1,68,2,4
37,4,0.448,0.217,1,68,2,4
37,4,0.082,0.237,1,68,2,4
37,4,0.194,0.219,0,68,2,4
37,4,0.214,0.301,1,68,2,4
37,4,0.271,0.278,1,68,2,4
37,4,0.079,0.266,0,68,2,4
37,4,0.265,0.258,1,68,2,4
37,4,0.117,0.264,0,68,2,4
38,1,1.675,2.098,1,30,1,2
38,4,1.011,0.783,1,7,1,2
38,3,1.188,0.588,1,19,1,2
38,2,0.79,0.67,1,36,1,2
38,2,0.962,0.887,1,36,1,2
38,4,0.76,0.695,1,7,1,2
38,4,0.821,0.352,1,7,1,2
38,3,0.462,0.43,1,19,1,2
38,3,0.734,0.351,1,19,1,2
38,3,0.474,0.677,1,19,1,2
38,1,0.791,0.471,1,30,1,2
38,4,0.716,0.574,1,7,1,2
38,2,0.93,0.744,1,36,1,2
38,4,0.596,0.569,1,7,1,2
38,4,0.22,0.376,1,7,1,2
38,1,0.57,0.471,1,30,1,2
38,2,0.736,0.35,1,36,1,2
38,3,0.472,0.519,1,19,1,2
38,3,0.334,0.623,1,19,1,2
38,3,0.343,0.44,1,19,1,2
38,2,0.591,0.687,1,36,1,2
38,2,0.323,0.281,1,36,1,2
38,1,0.882,0.4,1,30,1,2
38,2,0.251,0.271,1,36,1,2
38,1,0.354,0.647,1,30,1,2
38,1,1.081,0.439,1,30,1,2
38,2,0.516,0.199,1,36,1,2
38,3,0.313,0.245,1,19,1,2
38,2,0.723,0.297,1,36,1,2
38,3,0.267,0.558,1,19,1,2
38,2,1.016,0.623,1,36,1,2
38,3,0.572,0.624,1,19,1,2
38,1,0.531,0.285,1,30,1,2
38,2,0.432,0.319,1,36,1,2
38,1,0.708,0.207,1,30,1,2
38,3,0.771,0.463,1,19,1,2
38,3,0.293,0.567,1,19,1,2
38,4,0.701,0.295,1,7,1,2
38,2,0.585,0.247,1,36,1,2
38,1,0.879,0.223,1,30,1,2
38,1,1.241,0.293,1,30,1,2
38,2,0.743,0.784,1,36,1,2
38,3,0.327,0.303,1,19,1,2
38,3,0.361,0.831,1,19,1,2
38,3,0.298,0.383,1,19,1,2
38,2,0.309,0.278,1,36,1,2
38,1,0.969,0.279,0,30,1,2
38,1,0.827,0.464,1,30,1,2
38,1,0.967,0.551,0,30,1,2
38,3,0.442,0.336,1,19,1,2
38,2,0.22,0.214,1,36,1,2
38,2,0.34,0.16,1,36,1,2
38,2,0.711,0.271,1,36,1,2
38,2,0.282,0.44,1,36,1,2
38,2,0.815,0.192,1,36,1,2
38,1,0.314,0.303,1,30,1,2
38,2,0.631,0.239,1,36,1,2
38,1,0.642,0.151,1,30,1,2
38,1,0.934,0.159,1,30,1,2
38,2,0.364,0.188,1,36,1,2
38,2,0.406,0.159,1,36,1,2
38,2,0.547,0.175,1,36,1,2
38,1,0.524,0.199,1,30,1,2
38,1,1.454,0.167,1,30,1,2
38,1,0.444,0.328,1,30,1,2
38,1,0.382,0.583,1,30,1,2
38,1,0.268,0.392,1,30,1,2
38,2,0.29,0.278,1,36,1,2
38,2,0.318,0.271,1,36,1,2
38,2,0.239,0.207,1,36,1,2
38,2,0.242,0.215,1,36,1,2
38,1,0.717,0.157,1,30,1,2
38,2,0.375,0.159,1,36,1,2
38,3,0.355,0.381,1,19,1,2
38,2,0.321,0.167,1,36,1,2
38,1,0.507,0.151,1,30,1,2
38,2,0.439,0.135,1,36,1,2
38,2,0.277,0.608,1,36,1,2
38,2,0.357,0.183,1,36,1,2
38,2,0.733,0.173,1,36,1,2
38,1,0.45,0.151,0,30,1,2
38,1,0.316,0.157,1,30,1,2
38,1,0.636,0.535,1,30,1,2
38,3,0.262,0.952,1,19,1,2
38,2,0.292,0.159,1,36,1,2
38,1,1.065,0.357,1,30,1,2
38,2,0.504,0.191,1,36,1,2
38,2,0.25,0.584,1,36,1,2
38,1,0.323,0.535,1,30,1,2
38,3,0.557,0.231,1,19,1,2
38,1,0.481,0.159,0,30,1,2
38,1,0.878,0.157,1,30,1,2
38,1,1.029,0.287,1,41,2,1
38,3,0.596,0.295,1,23,2,1
38,2,0.936,0.534,1,28,2,1
38,3,0.441,0.591,1,23,2,1
38,1,0.976,0.286,1,41,2,1
38,1,0.657,0.263,0,41,2,1
38,3,0.58,0.311,1,23,2,1
38,2,0.767,0.181,1,28,2,1
38,1,1.693,0.303,1,41,2,1
38,1,1.391,0.176,1,41,2,1
38,1,0.551,0.167,1,41,2,1
38,1,0.834,0.16,0,41,2,1
38,2,0.98,0.167,1,28,2,1
38,1,0.701,0.134,1,41,2,1
38,2,0.441,0.151,1,28,2,1
38,2,0.757,0.167,1,28,2,1
38,1,1.125,0.143,1,41,2,1
38,1,1.511,0.157,1,41,2,1
38,2,0.724,0.151,0,28,2,1
38,3,0.355,0.191,0,23,2,1
38,2,0.392,0.664,0,28,2,1
38,3,1.006,0.279,1,23,2,1
38,1,0.74,0.207,1,41,2,1
38,2,0.381,0.392,1,28,2,1
38,1,0.914,0.615,1,41,2,1
38,3,0.643,0.608,1,23,2,1
38,2,0.597,0.511,1,28,2,1
38,4,0.768,0.719,1,3,2,1
38,2,1.346,0.567,1,28,2,1
38,3,0.411,0.325,1,23,2,1
38,4,0.777,0.294,1,3,2,1
38,2,0.75,0.336,1,28,2,1
38,2,0.581,0.183,1,28,2,1
38,1,0.994,0.159,0,41,2,1
38,1,0.702,0.162,1,41,2,1
38,1,0.751,0.127,1,41,2,1
38,1,0.483,0.119,1,41,2,1
38,2,0.645,0.159,1,28,2,1
38,2,0.802,0.157,0,28,2,1
38,2,0.735,0.167,1,28,2,1
38,2,0.529,0.167,1,28,2,1
38,2,0.418,0.447,1,28,2,1
38,1,0.595,0.191,1,41,2,1
38,2,0.724,0.135,1,28,2,1
38,2,0.525,0.157,1,28,2,1
38,2,0.735,0.128,1,28,2,1
38,3,0.431,0.311,1,23,2,1
38,3,0.53,0.166,1,23,2,1
38,3,0.414,0.135,1,23,2,1
38,3,0.686,0.143,1,23,2,1
38,2,0.708,0.253,1,28,2,1
38,1,1.274,0.199,1,41,2,1
38,2,0.799,0.519,1,28,2,1
38,1,1.249,0.216,1,41,2,1
38,1,0.925,0.183,0,41,2,1
38,1,0.765,0.173,0,41,2,1
38,1,0.633,0.167,0,41,2,1
38,1,0.906,0.199,1,41,2,1
38,2,0.624,0.328,1,28,2,1
38,3,0.565,0.176,1,23,2,1
38,1,0.916,0.327,1,41,2,1
38,3,0.401,0.335,0,23,2,1
38,1,1.084,0.303,1,41,2,1
38,1,1.434,0.351,0,41,2,1
38,1,0.604,0.207,1,41,2,1
38,3,0.456,0.287,0,23,2,1
38,3,0.645,0.391,1,23,2,1
38,3,0.453,0.213,1,23,2,1
38,1,1.097,0.175,0,41,2,1
38,1,0.66,0.167,0,41,2,1
38,4,0.546,0.375,1,3,2,1
38,1,0.714,0.151,0,41,2,1
38,3,0.483,0.296,1,23,2,1
38,1,0.485,0.197,0,41,2,1
38,3,0.446,0.527,1,23,2,1
38,3,0.465,0.2,1,23,2,1
38,3,0.377,0.225,1,23,2,1
38,1,0.686,0.159,0,41,2,1
38,2,0.366,0.456,1,28,2,1
38,1,0.47,0.471,0,41,2,1
38,3,0.3,0.199,1,23,2,1
38,1,0.779,0.176,0,41,2,1
38,1,0.378,0.174,0,41,2,1
38,2,0.357,0.407,1,28,2,1
38,2,0.321,0.223,1,28,2,1
38,1,0.54,0.183,0,41,2,1
38,3,0.337,0.247,1,23,2,1
38,1,0.356,0.207,0,41,2,1
38,2,0.238,0.191,1,28,2,1
38,2,0.225,0.167,1,28,2,1
38,1,0.527,0.175,0,41,2,1
38,1,0.363,0.167,0,41,2,1
38,3,0.374,0.199,1,23,2,1
38,1,0.369,0.182,0,41,2,1
38,1,0.406,0.16,0,41,2,1
39,1,2.055,0.591,1,9,2,3
39,3,0.642,0.477,1,45,2,3
39,3,0.7,0.543,1,45,2,3
39,3,0.512,0.425,1,45,2,3
39,2,0.31,0.339,1,7,2,3
39,1,0.472,0.264,0,9,2,3
39,2,0.604,0.371,1,7,2,3
39,1,0.305,0.218,1,9,2,3
39,1,0.256,0.254,1,9,2,3
39,3,0.297,0.287,1,45,2,3
39,1,0.27,0.206,1,9,2,3
39,4,0.228,0.276,1,33,2,3
39,3,0.819,0.271,0,45,2,3
39,3,0.844,0.498,0,45,2,3
39,2,0.541,0.227,1,7,2,3
39,2,0.272,0.166,0,7,2,3
39,2,0.473,0.241,0,7,2,3
39,3,0.694,0.346,1,45,2,3
39,3,0.271,0.365,0,45,2,3
39,4,0.11,0.349,1,33,2,3
39,4,0.151,0.187,1,33,2,3
39,3,0.245,0.257,1,45,2,3
39,4,0.265,0.21,0,33,2,3
39,4,0.157,0.188,1,33,2,3
39,3,0.18,0.275,1,45,2,3
39,4,0.414,0.436,1,33,2,3
39,3,1.944,0.002,1,45,2,3
39,3,1.119,0.667,1,45,2,3
39,4,0.209,0.224,1,33,2,3
39,4,0.061,0.264,1,33,2,3
39,4,0.258,0.22,1,33,2,3
39,3,0.486,0.217,0,45,2,3
39,4,0.369,0.487,1,33,2,3
39,3,0.525,0.254,1,45,2,3
39,4,0.186,0.238,1,33,2,3
39,4,0.243,0.16,1,33,2,3
39,3,0.238,0.221,1,45,2,3
39,4,0.25,0.333,1,33,2,3
39,3,0.494,0.22,1,45,2,3
39,3,0.166,0.167,1,45,2,3
39,3,0.193,0.157,1,45,2,3
39,3,0.243,0.156,1,45,2,3
39,3,0.15,0.153,1,45,2,3
39,4,0.228,0.175,1,33,2,3
39,4,0.118,0.179,1,33,2,3
39,3,0.052,0.302,1,45,2,3
39,4,0.167,0.157,0,33,2,3
39,3,0.108,0.184,1,45,2,3
39,3,0.285,0.166,1,45,2,3
39,4,0.061,0.174,1,33,2,3
39,3,0.105,0.186,1,45,2,3
39,3,0.325,0.267,1,45,2,3
39,4,0.118,0.14,1,33,2,3
39,4,0.272,0.241,1,33,2,3
39,3,0.26,0.159,1,45,2,3
39,3,0.155,0.097,1,45,2,3
39,3,0.257,0.182,1,45,2,3
39,3,0.269,0.128,1,45,2,3
39,4,0.258,0.166,1,33,2,3
39,3,0.219,0.089,1,45,2,3
39,4,0.205,0.195,1,33,2,3
39,3,0.189,0.442,1,45,2,3
39,3,0.196,0.066,0,45,2,3
39,3,0.23,0.14,0,45,2,3
39,4,0.157,0.132,1,33,2,3
39,4,0.171,0.119,1,33,2,3
